Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season,zone,zone_lat,zone_lon,industrial_density,traffic_density,distance_from_center,temperature,humidity,wind_speed,pressure,precipitation,temp_humidity_index,wind_chill,pollution_accumulation,seasonal_pollution_factor,traffic_weather_interaction,industrial_weather_interaction,rain_effect
2015-03-15,165.0,38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22.0,Historical,2015,3,15,6,74,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.457533044926333,49.868704466489994,3.7737827757745595,1012.0390293142071,0.04396798404788886,54.39188527817133,21.909967493377213,10.501377605179377,1.0,0.12568648976757185,0.12568648976757185,0
2015-03-16,188.0,45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,Historical,2015,3,16,0,75,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,21.47519254747981,42.92389293284921,2.302016121662933,1019.2266191782059,0.46323832682122373,42.937139013904414,16.871160304153946,17.285229679135124,1.0,0.2422762247439031,0.09085358427896364,0
2015-03-17,217.0,55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,Historical,2015,3,17,1,76,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,19.064101157710724,29.36554151180007,2.790952516277285,1012.3167141122652,0.3409091644543979,33.74687191361076,13.482196125156154,18.632377531745757,1.0,0.15827156827308403,0.13189297356090338,0
2015-03-18,191.0,50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,Historical,2015,3,18,2,77,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,20.033445212489227,44.70485923272647,2.3047963572888355,1016.3309775763489,1.0296948650778623,42.385874828852465,15.423852497911556,16.731784590998565,1.0,0.15129525270058888,0.06051810108023556,1
2015-03-19,240.0,69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,Historical,2015,3,19,3,78,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,26.99298639372282,46.72142215623155,2.414176505838087,1012.8912281817759,0.027477206815373974,50.35369747183859,22.164633382046645,15.605103530138088,1.0,0.20502747845725952,0.20502747845725952,0
2015-03-20,229.0,96.62,168.0,19.15,29.04,37.12,35.07,9.59,6.66,29.01,Historical,2015,3,20,4,79,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,22.772807439568247,44.0338477392407,2.9886381005492977,1007.240620357806,0.7570388652213697,44.789731309188596,16.79553123846965,14.03139388681362,1.0,0.15042728492148,0.15042728492148,0
2015-03-21,248.0,96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,Historical,2015,3,21,5,80,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,20.23239600715256,43.197357747054006,2.361636855625902,1019.708276246098,0.6234965723192861,41.831074880679566,15.509122295900756,16.897316602738737,1.0,0.2379793042372057,0.08924223908895212,0
2015-03-22,204.0,72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,Historical,2015,3,22,6,81,0,1,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,21.81646860652864,32.245036602470336,2.0605688109900306,1001.976630070329,0.1107150302027777,37.938986907763805,17.69533098454858,22.138029752584565,1.0,0.19604198992209962,0.16336832493508302,0
2015-03-23,271.0,78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,Historical,2015,3,23,0,82,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,21.03214578892742,24.357742839553204,1.7806232066977081,1018.9427517249054,0.05898102724616861,33.21101720870402,17.470899375532003,27.20334670956019,1.0,0.17981580488706497,0.07192632195482598,0
2015-03-24,290.0,91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,Historical,2015,3,24,1,83,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,14.045966585677247,34.37029654389649,1.5941225328355308,1016.8774454768468,1.0543935531878104,31.231114857625492,10.857721520006185,25.299384522274792,1.0,0.26984076162156384,0.26984076162156384,1
2015-03-25,340.0,107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,Historical,2015,3,25,2,84,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,24.359549532932316,40.13704009706562,1.6257512804017855,1013.0853468106344,0.22625606691591268,44.428069581465124,21.108046972128747,22.79841215340636,1.0,0.22850602967551045,0.22850602967551045,0
2015-03-26,358.0,109.78,217.9,24.1,33.02,44.26,28.0,12.67,9.3,40.0,Historical,2015,3,26,3,85,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,26.25353751104426,38.22716315870493,2.5752570734768048,1016.5233148676497,0.040957277561713294,45.36711909039673,21.103023364090653,17.277872771599966,1.0,0.22376013348378043,0.08391005005641766,0
2015-03-27,287.0,62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,Historical,2015,3,27,4,86,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.39416111377806,36.46182874783526,1.0695896850465505,1016.0060314625864,2.008034278882468,44.625075487695696,24.25498174368496,30.70085423755656,1.0,0.2899125388646805,0.24159378238723375,1
2015-03-28,323.0,102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,Historical,2015,3,28,5,87,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,22.833182011041117,44.85636056070282,2.149641853225374,1006.7741557765571,0.7940812194690264,45.26136229139253,18.53389830459037,17.507907885726002,1.0,0.15874820798687878,0.06349928319475152,0
2015-03-29,360.0,104.36,202.01,23.55,33.86,43.2,37.35,14.42,16.92,32.84,Historical,2015,3,29,6,88,0,1,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,25.461085996171693,49.01047926048744,3.057683348792748,1013.7492620775256,0.10624444091078734,49.96632562641541,19.345719298586197,12.566165557172686,1.0,0.17251222922761225,0.17251222922761225,0
2015-03-30,268.0,44.19,57.0,7.11,17.6,19.91,28.77,9.58,7.75,26.81,Historical,2015,3,30,0,89,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,25.765879095580235,43.11816460956085,2.919764240127368,1017.3386937365412,1.7548982156959432,47.324961400360664,19.9263506153255,14.511545058789261,1.0,0.1530704305778614,0.1530704305778614,1
2015-03-31,283.0,55.66,78.64,10.22,20.13,26.74,30.62,9.56,9.34,34.15,Historical,2015,3,31,1,90,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.3752000929384,52.269560739708176,2.8604597667782445,1014.9250004738162,0.11113419079736866,55.509980462792484,23.65428055938191,12.363926097881697,1.0,0.2072292028230725,0.07771095105865218,0
2015-04-01,309.0,112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,Historical,2015,4,1,2,91,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,32.18366513781183,34.09493676218766,2.1662607412670742,1011.188368614577,0.6001575620686244,49.23113351890566,27.85114365527768,20.81479341825729,1.0,0.189497975381488,0.15791497948457334,0
2015-04-02,249.0,78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,Historical,2015,4,2,3,92,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,33.84710018745225,51.080078178228874,4.328495277728016,1000.7908598754818,0.16501490615286885,59.387139276566685,25.190109631996215,9.18081358282254,1.0,0.09383512116260932,0.03753404846504373,0
2015-04-03,245.0,66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,Historical,2015,4,3,4,93,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,34.24377160007773,51.053499337480595,3.309639690836825,1013.6726116708431,0.594159135072012,59.77052126881803,27.62449221840408,11.357446137919528,1.0,0.16242657164318008,0.16242657164318008,0
2015-04-04,229.0,62.56,86.11,10.66,24.96,30.36,28.46,5.52,12.94,27.98,Historical,2015,4,4,5,94,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.879972842447394,42.40036113712532,2.9247235648322496,1012.554253818952,0.8080081139938943,51.08015341101006,24.030525712782897,14.676100854337903,1.0,0.15287700906538756,0.15287700906538756,0
2015-04-05,234.0,78.61,145.1,13.0,27.75,39.45,32.3,7.97,16.72,40.79,Historical,2015,4,5,6,95,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,26.51465943019463,60.790741893094946,4.35948338236199,1017.0211182752149,0.9678107227426717,56.9100303767421,17.79569266547065,7.315865226104135,1.0,0.14926811838484147,0.05597554439431554,0
2015-04-06,343.0,119.7,195.47,34.3,32.83,59.96,44.66,11.01,16.63,30.32,Historical,2015,4,6,0,96,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.21347515203277,36.16740777856929,2.453107853536749,1008.9999948750691,0.9279917751021243,49.29717904131742,26.30725944495927,18.48554836074754,1.0,0.1737565188951358,0.14479709907927985,0
2015-04-07,262.0,66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,Historical,2015,4,7,1,97,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,31.216257385606372,51.92733879942256,2.536179307824218,1013.1982647460992,0.17537606630741268,57.17992678531765,26.143898769957936,13.594520247944146,1.0,0.14139554487344305,0.056558217949377224,0
2015-04-08,308.0,95.34,120.2,11.64,34.72,37.7,24.84,9.28,17.99,61.68,Historical,2015,4,8,2,98,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,28.803460755388944,30.653748727177735,2.8811128952326803,1008.3418211646648,1.8258679529919861,44.13033511897781,23.041234964923582,17.86762022769369,1.0,0.18036063853227172,0.18036063853227172,1
2015-04-09,293.0,63.57,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,Historical,2015,4,9,3,99,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,27.03157312404978,44.222277553784295,2.7406655912705298,1024.6882879060418,0.581856428994108,49.142711900941926,21.55024194150872,14.911175855008898,1.0,0.16039926193889145,0.16039926193889145,0
2015-04-10,290.0,96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,Historical,2015,4,10,4,100,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,29.346922794475642,43.80517080623743,1.0113287650764609,1016.917129930336,0.12358822139688214,51.24950819759435,27.32426526432272,27.939156526519586,1.0,0.3977470087887835,0.1491551282957938,0
2015-04-11,375.0,131.39,234.65,22.86,59.52,72.68,34.01,5.84,21.5,73.72,Historical,2015,4,11,5,101,0,1,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,22.069056773812697,53.724068708116704,1.1540333626340957,1014.5567631198836,0.02183877415587547,48.93109112787105,19.760990048544507,21.483386513240443,1.0,0.2785472177024593,0.23212268141871611,0
2015-04-12,293.0,75.35,91.73,9.63,45.3,40.75,28.79,7.73,13.08,49.21,Historical,2015,4,12,6,102,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,32.05537457218503,37.95283227676012,2.6539368390749916,1014.3322880733939,0.6967453027421476,51.03179071056509,26.74750089403505,16.98090866259948,1.0,0.1368387090474659,0.054735483618986364,0
2015-04-13,247.0,86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,Historical,2015,4,13,0,103,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,29.92192331259247,44.39176664291617,2.386389854149435,1005.5998856341432,0.22006462533025742,52.11780663405055,25.1491436042936,16.421096138398113,1.0,0.2067098090145383,0.2067098090145383,0
2015-04-14,232.0,77.07,132.68,13.41,42.65,50.06,36.68,6.85,14.04,55.44,Historical,2015,4,14,1,104,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,33.273781461172184,42.884962010854835,2.516687763557004,1004.9145241326278,0.8719907906823872,54.7162624665996,28.240405934058177,16.24114559757655,1.0,0.17061509020440344,0.17061509020440344,0
2015-04-15,316.0,98.79,161.43,18.39,47.41,45.1,34.8,11.65,13.75,31.14,Historical,2015,4,15,2,105,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,27.24977706266994,52.203642206160346,2.3653825452994868,1004.9923824777102,0.2553392754866131,53.35159816575011,22.519011972070963,14.202355051908738,1.0,0.23771443193504996,0.08914291197564372,0
2015-04-16,295.0,81.81,164.56,18.2,44.06,58.92,37.84,5.94,21.44,59.29,Historical,2015,4,16,3,106,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,33.44009030950566,46.26197731558792,1.8798860518046858,1018.7653107570856,0.22986036472334262,56.57107896729963,29.68031820589629,18.659773934714206,1.0,0.20834157643980702,0.17361798036650586,0
2015-04-17,246.0,65.78,180.67,18.75,40.09,55.98,30.04,7.38,14.34,54.47,Historical,2015,4,17,4,107,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,27.00971116890858,35.12307146671771,1.0985053763210275,1018.432795822787,0.0062304805154573565,44.57124690226743,24.812700416266527,30.915779042234618,1.0,0.23826481725606521,0.09530592690242609,0
2015-04-18,378.0,119.82,268.65,26.27,51.11,66.92,28.99,8.21,17.21,65.72,Historical,2015,4,18,5,108,0,1,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,35.79168563525546,57.880056359764964,3.4907673335963985,1012.516584544081,0.75211947124842,64.73171381513794,28.810150968062665,9.379230877789338,1.0,0.1558753656113843,0.1558753656113843,0
2015-04-19,406.0,125.53,308.82,32.69,64.73,87.58,34.39,8.84,18.02,65.08,Historical,2015,4,19,6,109,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.5850971948381,31.585394742782658,2.2019057482077953,1014.4626394755679,0.09470580079696239,46.377794566229426,26.181285698422506,21.366839200532713,1.0,0.18738840152800823,0.18738840152800823,0
2015-04-20,392.0,121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,Historical,2015,4,20,0,110,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,25.95288660389115,46.1252784305111,2.637794744559322,1013.140993055714,0.3534078800542436,49.0155258191467,20.677297114772507,14.80971999590241,1.0,0.21991345201553175,0.0824675445058244,0
2015-04-21,391.0,114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,Historical,2015,4,21,1,111,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.013177849039582,56.18546249540833,3.238368957919958,1008.004586372139,0.4214847846452898,59.105909096743744,24.536439933199667,10.337593998917523,1.0,0.1415638907223544,0.11796990893529533,0
2015-04-22,368.0,101.83,279.41,26.26,55.27,72.67,24.36,7.36,19.29,69.41,Historical,2015,4,22,2,112,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,29.47520623132153,39.43458441661671,1.2798697759356317,1014.0488578462872,0.7402171605373558,49.19249843962989,26.915466679450265,26.56529606324903,1.0,0.21931077172809393,0.08772430869123757,0
2015-04-23,365.0,118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,Historical,2015,4,23,3,113,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,30.382142691781375,68.2990893143268,2.6238202498084306,1012.2774334638352,0.009465691511837786,64.53168734894479,25.134502192164515,8.747925807674656,1.0,0.1931663139298934,0.1931663139298934,0
2015-04-24,383.0,143.22,313.53,42.58,88.61,108.55,36.5,6.42,26.89,89.42,Historical,2015,4,24,4,114,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.33493455163524,42.49417502073665,2.339901508832537,1011.4887983407295,1.2018169310787805,51.58202206200356,25.655131533970167,17.2178205935673,1.0,0.17964601603169134,0.17964601603169134,1
2015-04-25,367.0,106.76,318.88,22.5,58.87,71.34,37.0,6.75,17.56,93.54,Historical,2015,4,25,5,115,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,29.855158338700953,53.13037575156588,3.0487060087211626,1013.3269316559928,0.18223463471341952,56.42034621448389,23.75774632125863,11.576445448860465,1.0,0.19759399627356264,0.07409774860258599,0
2015-04-26,334.0,65.36,160.3,13.17,31.23,38.68,32.83,8.44,12.67,77.43,Historical,2015,4,26,6,116,0,1,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.31565437482859,35.26508007590503,2.6281390123479653,1020.0669821325685,0.37360924743663615,43.948194412781106,21.05937635013266,17.842458545214754,1.0,0.1653740383039258,0.13781169858660486,0
2015-04-27,258.0,67.08,174.5,13.18,35.54,44.09,32.27,4.76,11.92,70.74,Historical,2015,4,27,0,117,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,28.603351186968204,39.4193985559128,1.5189816685382032,1016.3997500836027,0.702927908992866,48.3130504649246,25.5653878498918,24.04963966222227,1.0,0.1984929093549761,0.07939716374199045,0
2015-04-28,234.0,81.37,141.25,11.98,34.88,43.91,29.46,4.67,13.97,70.42,Historical,2015,4,28,1,118,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,34.4926916248195,37.73829235774198,1.5490355163126048,1011.2942077365806,0.7299981706198928,53.36183780369049,31.39462059219429,24.425594403770738,1.0,0.27461367074736137,0.27461367074736137,0
2015-04-29,257.0,63.76,131.56,12.09,42.98,51.34,29.93,7.16,13.98,61.86,Historical,2015,4,29,2,119,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,29.5475856188579,49.432714330911104,1.620458384412071,1015.3348824646458,0.8805631200022739,54.26394278431346,26.30666885003376,19.297114569684044,1.0,0.22896757436375645,0.22896757436375645,0
2015-04-30,259.0,60.56,171.42,12.0,43.9,48.72,29.08,7.33,12.85,60.18,Historical,2015,4,30,3,120,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,35.75132055862349,52.26681523071203,1.0621512856457969,1006.8085956230377,0.27210645679436446,61.884728173979504,33.6270179873319,23.14727590625803,1.0,0.38794437904174756,0.14547914214065533,0
2015-05-01,279.0,76.1,192.81,13.14,42.99,52.01,26.55,7.63,13.1,53.16,Historical,2015,5,1,4,121,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.68437783975538,49.90005342076358,2.1342956654574783,1020.0276529289845,0.559175157677051,53.63440455013717,24.415786508840426,15.984435396883303,1.0,0.19143056815363482,0.15952547346136234,0
2015-05-02,312.0,72.66,206.1,25.56,62.09,76.22,26.99,9.46,16.16,43.06,Historical,2015,5,2,5,122,0,1,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,40.37337104274529,59.441045415767405,2.772165601791201,1013.4219989801246,1.222885560758264,70.093893750629,34.82903983916289,10.752167021769484,1.0,0.13254985405799166,0.05301994162319667,1
2015-05-03,372.0,121.94,334.02,52.12,83.3,100.84,35.46,11.95,19.43,41.71,Historical,2015,5,3,6,123,0,1,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,32.16181594071736,36.4477704554032,2.553926485573284,1016.4248042755303,0.23076713509618277,50.38570116841896,27.053962969570794,17.88225777955145,1.0,0.19696524473467913,0.19696524473467913,0
2015-05-04,387.0,108.98,326.71,52.0,85.5,112.64,31.33,8.08,17.53,37.7,Historical,2015,5,4,0,124,0,0,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,33.78537399409165,36.81630391465436,2.040852756463692,1011.0030328784571,0.18036831982987026,52.193525951418835,29.703668481164264,20.778281997061917,1.0,0.19731307236913365,0.19731307236913365,0
2015-05-05,408.0,145.99,366.85,75.13,107.85,150.76,35.82,6.65,26.0,50.27,Historical,2015,5,5,1,125,0,0,1,Central,28.6139,77.209,0.3,0.8,0.0,36.0484278153744,52.56246908968104,2.4441191044610076,1016.4225347025897,0.32225298884954673,62.329662360214925,31.160189606452388,13.77348734800586,1.0,0.2322800041856268,0.08710500156961004,0
2015-05-06,398.0,171.33,346.98,53.42,87.88,122.67,39.27,7.1,25.26,92.66,Historical,2015,5,6,2,126,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.8802675655362,56.68710051711744,1.1712260355944273,1005.6012503434487,0.4445345052061098,57.22381782409492,26.537815494347345,19.94859069153736,1.0,0.2763415647029744,0.23028463725247866,0
2015-05-07,403.0,117.76,343.12,19.74,63.18,73.07,35.52,9.64,24.63,75.6,Historical,2015,5,7,3,127,0,0,1,South,28.5355,77.391,0.2,0.5,21.99664905752723,30.778786153097926,22.71181072630916,3.4612976000413336,1006.8729002422733,0.09056706434332272,42.1346915162525,23.856190953015258,17.324150102197795,1.0,0.11207501602120591,0.044830006408482365,0
2015-05-08,361.0,90.66,305.38,25.55,56.54,73.9,30.52,6.65,20.79,74.84,Historical,2015,5,8,4,128,0,0,1,East,28.6692,77.4538,0.7,0.7,27.857490675399784,33.98445731389149,43.299128022844705,2.2981561889000344,1014.0219734098504,0.37552765433723845,55.63402132531384,29.38814493609142,17.191687940062522,1.0,0.21223979699804832,0.21223979699804832,0
2015-05-09,378.0,106.4,285.38,43.33,63.57,96.25,34.25,9.35,18.15,76.38,Historical,2015,5,9,5,129,0,1,1,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.77772056867447,48.279427334672135,0.29701999308168636,1014.9326049415382,0.008652966924391377,56.917434236010536,32.183680582511094,39.876465236623766,1.0,0.4625988829782148,0.4625988829782148,0
2015-05-10,381.0,101.21,283.47,20.83,57.51,65.08,31.32,10.6,16.92,67.97,Historical,2015,5,10,6,130,0,1,1,Central,28.6139,77.209,0.3,0.8,0.0,38.00853940451271,34.646166588022915,3.2338488959016054,1022.5629230904547,0.2607013180354185,55.33162269852417,31.5408416127095,15.436033504936855,1.0,0.18895336599622284,0.07085751224858355,0
2015-05-11,388.0,97.57,336.82,11.91,42.7,48.43,36.11,8.79,15.11,87.93,Historical,2015,5,11,0,131,0,0,1,North,28.7041,77.1025,0.5,0.6,15.491675541722095,35.77364975524337,45.41259806214567,1.6078441922032387,1008.9188824091732,0.0717781885652563,58.4799487863162,32.55796137083689,20.932002801799342,1.0,0.2300750948978626,0.19172924574821884,0
